name,diameter,weight,red,green,blue
orange,8.43,152.08,171.00,100.00,6.00
orange,8.43,152.08,156.00,89.00,4.00
orange,8.43,152.10,165.00,86.00,6.00
orange,8.44,152.10,169.00,63.00,5.00
orange,8.44,152.11,161.00,63.00,19.00
orange,8.44,152.11,155.00,77.00,6.00
orange,8.44,152.12,160.00,78.00,2.00
orange,8.44,152.12,150.00,85.00,2.00
orange,8.44,152.12,154.00,81.00,13.00
orange,8.44,152.13,164.00,78.00,4.00
orange,8.44,152.14,147.00,70.00,12.00
orange,8.44,152.15,155.00,72.00,6.00
orange,8.44,152.15,171.00,75.00,2.00
orange,8.44,152.16,171.00,67.00,2.00
orange,8.44,152.21,164.00,90.00,7.00
orange,8.44,152.22,147.00,75.00,8.00
orange,8.45,152.22,153.00,62.00,12.00
orange,8.45,152.24,148.00,71.00,8.00
orange,8.45,152.25,148.00,99.00,2.00
orange,8.45,152.26,158.00,69.00,10.00
orange,8.45,152.28,164.00,81.00,2.00
orange,8.45,152.28,137.00,82.00,2.00
orange,8.45,152.29,160.00,80.00,2.00
orange,8.45,152.30,157.00,77.00,7.00
orange,8.45,152.30,138.00,91.00,2.00
orange,8.45,152.31,163.00,82.00,2.00
orange,8.45,152.31,158.00,64.00,2.00
orange,8.45,152.31,153.00,79.00,20.00
orange,8.45,152.33,152.00,86.00,2.00
orange,8.45,152.34,166.00,79.00,2.00
orange,8.45,152.36,155.00,62.00,3.00
orange,8.45,152.38,162.00,96.00,23.00
orange,8.45,152.38,167.00,78.00,11.00
orange,8.45,152.40,167.00,79.00,2.00
orange,8.45,152.41,155.00,85.00,2.00
orange,8.46,152.42,142.00,97.00,2.00
orange,8.46,152.42,142.00,78.00,11.00
orange,8.46,152.42,163.00,88.00,2.00
orange,8.46,152.42,148.00,89.00,2.00
orange,8.46,152.43,139.00,75.00,7.00
orange,8.46,152.43,145.00,84.00,4.00
orange,8.46,152.44,147.00,95.00,9.00
orange,8.46,152.47,148.00,84.00,20.00
orange,8.46,152.47,172.00,80.00,5.00
orange,8.46,152.47,150.00,76.00,4.00
orange,8.46,152.48,166.00,64.00,2.00
orange,8.46,152.48,171.00,77.00,2.00
orange,8.46,152.49,171.00,75.00,19.00
orange,8.46,152.49,169.00,101.00,2.00
orange,8.46,152.50,158.00,71.00,2.00
orange,8.46,152.50,164.00,91.00,2.00
orange,8.46,152.50,162.00,89.00,20.00
orange,8.46,152.50,157.00,81.00,16.00
orange,8.46,152.51,159.00,96.00,2.00
orange,8.46,152.51,147.00,97.00,19.00
orange,8.46,152.54,140.00,107.00,10.00
orange,8.47,152.57,165.00,92.00,3.00
orange,8.47,152.59,151.00,81.00,2.00
orange,8.47,152.60,165.00,58.00,2.00
orange,8.47,152.62,161.00,75.00,2.00
orange,8.47,152.63,150.00,79.00,19.00
orange,8.47,152.65,165.00,78.00,3.00
orange,8.47,152.65,157.00,89.00,3.00
orange,8.47,152.66,150.00,79.00,5.00
orange,8.47,152.67,145.00,83.00,2.00
orange,8.47,152.68,129.00,89.00,2.00
orange,8.48,152.69,170.00,95.00,2.00
orange,8.48,152.70,153.00,76.00,2.00
orange,8.48,152.70,151.00,72.00,11.00
orange,8.48,152.71,159.00,91.00,9.00
orange,8.48,152.73,156.00,80.00,10.00
orange,8.48,152.74,149.00,79.00,4.00
orange,8.48,152.77,145.00,73.00,2.00
orange,8.48,152.78,150.00,85.00,9.00
orange,8.49,152.78,169.00,96.00,2.00
orange,8.49,152.79,181.00,69.00,22.00
orange,8.49,152.79,153.00,91.00,2.00
orange,8.49,152.79,146.00,79.00,3.00
orange,8.49,152.80,158.00,83.00,2.00
orange,8.49,152.82,166.00,85.00,2.00
orange,8.49,152.83,156.00,86.00,2.00
orange,8.49,152.84,161.00,80.00,8.00
orange,8.49,152.85,182.00,77.00,14.00
orange,8.49,152.85,171.00,85.00,4.00
orange,8.49,152.85,136.00,78.00,2.00
orange,8.49,152.86,160.00,69.00,2.00
orange,8.49,152.86,155.00,76.00,5.00
orange,8.49,152.86,156.00,91.00,18.00
orange,8.49,152.87,143.00,84.00,15.00
orange,8.50,152.87,170.00,88.00,2.00
orange,8.50,152.90,146.00,82.00,3.00
orange,8.50,152.90,170.00,98.00,8.00
orange,8.50,152.92,147.00,92.00,2.00
orange,8.50,152.92,141.00,90.00,26.00
orange,8.50,152.92,160.00,93.00,3.00
orange,8.50,152.93,168.00,69.00,6.00
orange,8.50,152.93,167.00,67.00,5.00
orange,8.50,152.95,144.00,80.00,18.00
orange,8.50,152.96,176.00,82.00,17.00
orange,8.50,152.97,142.00,77.00,2.00
orange,8.50,152.98,156.00,89.00,15.00
orange,8.50,152.98,151.00,84.00,20.00
orange,8.51,152.98,162.00,73.00,13.00
orange,8.51,152.99,149.00,97.00,7.00
orange,8.51,153.00,153.00,68.00,6.00
orange,8.51,153.00,152.00,103.00,6.00
orange,8.51,153.01,153.00,85.00,16.00
orange,8.51,153.05,179.00,73.00,2.00
orange,8.51,153.05,159.00,76.00,4.00
orange,8.51,153.06,147.00,70.00,5.00
orange,8.51,153.07,161.00,80.00,5.00
orange,8.51,153.08,167.00,89.00,2.00
orange,8.51,153.08,164.00,58.00,2.00
orange,8.51,153.08,162.00,83.00,2.00
orange,8.51,153.08,149.00,85.00,2.00
orange,8.51,153.09,154.00,68.00,13.00
orange,8.51,153.09,159.00,89.00,4.00
orange,8.51,153.11,172.00,85.00,2.00
orange,8.51,153.11,154.00,84.00,8.00
orange,8.51,153.12,173.00,99.00,17.00
orange,8.52,153.13,154.00,73.00,18.00
orange,8.52,153.15,173.00,67.00,2.00
orange,8.52,153.16,164.00,69.00,2.00
orange,8.52,153.17,128.00,78.00,2.00
orange,8.52,153.18,174.00,94.00,8.00
orange,8.52,153.19,158.00,78.00,2.00
orange,8.52,153.20,132.00,89.00,14.00
orange,8.52,153.21,167.00,84.00,2.00
orange,8.52,153.21,150.00,89.00,12.00
orange,8.52,153.23,163.00,90.00,12.00
orange,8.52,153.23,152.00,64.00,2.00
orange,8.52,153.26,145.00,76.00,2.00
orange,8.52,153.26,152.00,76.00,16.00
orange,8.52,153.28,148.00,88.00,2.00
orange,8.52,153.29,160.00,90.00,2.00
orange,8.52,153.29,161.00,81.00,2.00
orange,8.53,153.29,158.00,88.00,8.00
orange,8.53,153.29,157.00,80.00,5.00
orange,8.53,153.30,161.00,60.00,2.00
orange,8.53,153.30,174.00,66.00,9.00
orange,8.53,153.30,156.00,93.00,6.00
orange,8.53,153.30,152.00,84.00,2.00
orange,8.53,153.30,140.00,82.00,2.00
orange,8.53,153.32,155.00,83.00,14.00
orange,8.53,153.34,162.00,79.00,3.00
orange,8.53,153.34,167.00,89.00,2.00
orange,8.54,153.34,182.00,89.00,16.00
orange,8.54,153.35,160.00,92.00,2.00
orange,8.54,153.35,151.00,80.00,2.00
orange,8.54,153.36,156.00,69.00,2.00
orange,8.54,153.36,161.00,93.00,3.00
orange,8.54,153.36,166.00,88.00,3.00
orange,8.54,153.36,169.00,84.00,15.00
orange,8.54,153.37,170.00,80.00,2.00
orange,8.54,153.37,160.00,70.00,2.00
orange,8.54,153.38,166.00,78.00,2.00
orange,8.54,153.38,155.00,89.00,2.00
orange,8.54,153.38,149.00,69.00,7.00
orange,8.54,153.38,155.00,76.00,2.00
orange,8.54,153.39,170.00,76.00,3.00
orange,8.54,153.39,154.00,77.00,3.00
orange,8.55,153.39,159.00,84.00,6.00
orange,8.55,153.40,153.00,88.00,14.00
orange,8.55,153.40,167.00,83.00,15.00
orange,8.55,153.40,154.00,90.00,14.00
orange,8.55,153.41,153.00,84.00,2.00
orange,8.55,153.41,147.00,67.00,5.00
orange,8.55,153.43,170.00,89.00,5.00
orange,8.55,153.43,146.00,78.00,13.00
orange,8.55,153.44,158.00,78.00,2.00
orange,8.55,153.44,164.00,76.00,15.00
orange,8.55,153.45,164.00,75.00,2.00
orange,8.55,153.46,158.00,76.00,2.00
orange,8.55,153.48,146.00,79.00,2.00
orange,8.55,153.49,163.00,70.00,2.00
orange,8.55,153.49,156.00,85.00,4.00
orange,8.56,153.51,149.00,88.00,2.00
orange,8.56,153.52,161.00,66.00,23.00
orange,8.56,153.52,149.00,80.00,2.00
orange,8.56,153.56,150.00,61.00,6.00
orange,8.56,153.57,140.00,72.00,15.00
orange,8.56,153.58,156.00,86.00,5.00
orange,8.56,153.58,172.00,88.00,5.00
orange,8.56,153.58,159.00,79.00,14.00
orange,8.56,153.59,149.00,62.00,8.00
orange,8.56,153.60,162.00,83.00,15.00
orange,8.56,153.62,158.00,75.00,17.00
orange,8.56,153.63,162.00,88.00,3.00
orange,8.56,153.64,176.00,82.00,4.00
orange,8.56,153.65,155.00,95.00,2.00
orange,8.56,153.66,154.00,87.00,6.00
orange,8.56,153.67,155.00,92.00,2.00
orange,8.56,153.68,155.00,89.00,13.00
orange,8.56,153.69,159.00,76.00,2.00
orange,8.56,153.69,145.00,86.00,2.00
orange,8.56,153.69,148.00,84.00,9.00
orange,8.57,153.70,161.00,87.00,13.00
orange,8.57,153.70,153.00,78.00,17.00
orange,8.57,153.70,159.00,74.00,2.00
orange,8.57,153.70,139.00,78.00,11.00
orange,8.57,153.71,144.00,82.00,2.00
orange,8.57,153.72,156.00,81.00,2.00
orange,8.57,153.72,145.00,76.00,2.00
orange,8.57,153.73,141.00,90.00,2.00
orange,8.57,153.73,149.00,87.00,25.00
orange,8.57,153.75,162.00,64.00,21.00
orange,8.57,153.76,143.00,92.00,15.00
orange,8.57,153.77,151.00,104.00,2.00
orange,8.57,153.77,164.00,75.00,3.00
orange,8.57,153.77,147.00,98.00,2.00
orange,8.58,153.78,167.00,79.00,6.00
orange,8.58,153.78,141.00,72.00,11.00
orange,8.58,153.79,144.00,81.00,9.00
orange,8.58,153.80,162.00,76.00,22.00
orange,8.58,153.81,168.00,74.00,2.00
orange,8.58,153.82,156.00,80.00,2.00
orange,8.58,153.82,162.00,86.00,8.00
orange,8.58,153.85,150.00,79.00,25.00
orange,8.58,153.86,155.00,82.00,2.00
orange,8.58,153.86,176.00,90.00,2.00
orange,8.58,153.86,143.00,76.00,2.00
orange,8.58,153.88,165.00,72.00,6.00
orange,8.58,153.89,162.00,85.00,14.00
orange,8.58,153.90,166.00,79.00,12.00
orange,8.58,153.90,179.00,84.00,4.00
orange,8.58,153.91,143.00,68.00,14.00
orange,8.58,153.91,162.00,107.00,15.00
orange,8.58,153.92,155.00,93.00,14.00
orange,8.58,153.92,180.00,63.00,4.00
orange,8.58,153.94,150.00,86.00,2.00
orange,8.59,153.97,156.00,88.00,2.00
orange,8.59,153.98,152.00,81.00,2.00
orange,8.59,153.98,158.00,101.00,5.00
orange,8.59,154.02,150.00,77.00,2.00
orange,8.59,154.02,157.00,66.00,5.00
orange,8.59,154.07,144.00,59.00,2.00
orange,8.59,154.08,151.00,94.00,2.00
orange,8.59,154.09,162.00,72.00,2.00
orange,8.59,154.09,155.00,73.00,24.00
orange,8.59,154.09,159.00,78.00,2.00
orange,8.59,154.10,164.00,75.00,11.00
orange,8.59,154.12,175.00,70.00,2.00
orange,8.59,154.15,174.00,91.00,2.00
orange,8.59,154.15,148.00,96.00,2.00
orange,8.59,154.15,149.00,79.00,10.00
orange,8.59,154.15,154.00,93.00,2.00
orange,8.59,154.17,160.00,99.00,7.00
orange,8.60,154.18,168.00,78.00,2.00
orange,8.60,154.19,156.00,95.00,9.00
orange,8.60,154.20,153.00,81.00,2.00
orange,8.60,154.20,160.00,84.00,2.00
orange,8.60,154.20,144.00,64.00,2.00
orange,8.60,154.21,171.00,74.00,17.00
orange,8.60,154.21,161.00,97.00,2.00
orange,8.60,154.21,159.00,81.00,2.00
orange,8.60,154.21,160.00,75.00,12.00
orange,8.60,154.24,155.00,62.00,2.00
orange,8.60,154.25,149.00,80.00,9.00
orange,8.60,154.25,150.00,88.00,2.00
orange,8.60,154.26,165.00,88.00,6.00
orange,8.60,154.27,173.00,77.00,2.00
orange,8.60,154.30,166.00,67.00,2.00
orange,8.60,154.31,147.00,85.00,2.00
orange,8.60,154.34,156.00,90.00,2.00
orange,8.60,154.34,163.00,78.00,2.00
orange,8.60,154.35,149.00,83.00,2.00
orange,8.60,154.35,161.00,66.00,2.00
orange,8.61,154.35,160.00,91.00,2.00
orange,8.61,154.36,151.00,94.00,19.00
orange,8.61,154.36,152.00,96.00,24.00
orange,8.61,154.36,146.00,71.00,14.00
orange,8.61,154.38,139.00,77.00,2.00
orange,8.61,154.43,146.00,70.00,4.00
orange,8.61,154.45,163.00,78.00,13.00
orange,8.61,154.46,143.00,87.00,4.00
orange,8.61,154.46,156.00,90.00,2.00
orange,8.61,154.46,162.00,83.00,2.00
orange,8.61,154.47,141.00,76.00,12.00
orange,8.61,154.47,166.00,92.00,11.00
orange,8.62,154.54,182.00,72.00,2.00
orange,8.62,154.54,172.00,69.00,8.00
orange,8.62,154.55,152.00,86.00,11.00
orange,8.62,154.55,155.00,96.00,19.00
orange,8.62,154.55,143.00,63.00,19.00
orange,8.62,154.56,166.00,73.00,3.00
orange,8.62,154.57,149.00,76.00,6.00
orange,8.62,154.58,155.00,65.00,4.00
orange,8.62,154.59,150.00,95.00,14.00
orange,8.62,154.59,148.00,79.00,4.00
orange,8.62,154.60,158.00,98.00,10.00
orange,8.62,154.61,162.00,83.00,11.00
orange,8.62,154.61,163.00,77.00,2.00
orange,8.62,154.62,168.00,87.00,2.00
orange,8.62,154.62,167.00,79.00,2.00
orange,8.63,154.62,153.00,76.00,16.00
orange,8.63,154.62,141.00,83.00,13.00
orange,8.63,154.63,157.00,83.00,2.00
orange,8.63,154.65,168.00,81.00,2.00
orange,8.63,154.66,152.00,96.00,15.00
orange,8.63,154.68,157.00,98.00,2.00
orange,8.63,154.68,170.00,77.00,3.00
orange,8.63,154.69,158.00,80.00,2.00
orange,8.63,154.70,141.00,76.00,2.00
orange,8.63,154.73,167.00,88.00,11.00
orange,8.64,154.74,163.00,72.00,2.00
orange,8.64,154.74,161.00,75.00,2.00
orange,8.64,154.75,188.00,100.00,2.00
orange,8.64,154.76,167.00,87.00,11.00
orange,8.64,154.76,155.00,85.00,14.00
orange,8.64,154.79,163.00,74.00,22.00
orange,8.64,154.81,162.00,94.00,2.00
orange,8.64,154.81,151.00,75.00,20.00
orange,8.64,154.81,147.00,79.00,13.00
orange,8.64,154.83,167.00,87.00,2.00
orange,8.64,154.84,161.00,82.00,2.00
orange,8.64,154.84,172.00,80.00,2.00
orange,8.64,154.88,160.00,70.00,2.00
orange,8.64,154.91,158.00,68.00,2.00
orange,8.64,154.92,157.00,83.00,6.00
orange,8.64,154.94,172.00,94.00,17.00
orange,8.64,154.94,140.00,79.00,14.00
orange,8.64,154.96,153.00,88.00,2.00
orange,8.64,154.99,160.00,101.00,2.00
orange,8.64,154.99,154.00,84.00,3.00
orange,8.64,155.01,167.00,80.00,19.00
orange,8.64,155.02,169.00,91.00,10.00
orange,8.64,155.04,173.00,91.00,2.00
orange,8.64,155.04,167.00,92.00,13.00
orange,8.65,155.05,154.00,72.00,10.00
orange,8.65,155.07,162.00,93.00,16.00
orange,8.65,155.07,153.00,81.00,5.00
orange,8.65,155.09,161.00,97.00,8.00
orange,8.65,155.10,170.00,75.00,16.00
orange,8.65,155.10,157.00,77.00,3.00
orange,8.65,155.11,160.00,72.00,9.00
orange,8.65,155.11,157.00,83.00,24.00
orange,8.65,155.12,158.00,86.00,4.00
orange,8.65,155.13,169.00,87.00,2.00
orange,8.65,155.14,155.00,72.00,6.00
orange,8.65,155.14,163.00,78.00,4.00
orange,8.65,155.14,163.00,77.00,2.00
orange,8.65,155.15,158.00,88.00,7.00
orange,8.65,155.17,150.00,89.00,2.00
orange,8.66,155.20,148.00,77.00,2.00
orange,8.66,155.20,140.00,80.00,2.00
orange,8.66,155.22,168.00,109.00,2.00
orange,8.66,155.24,158.00,79.00,2.00
orange,8.66,155.24,164.00,95.00,2.00
orange,8.66,155.25,150.00,72.00,2.00
orange,8.66,155.25,150.00,79.00,13.00
orange,8.66,155.25,161.00,84.00,11.00
orange,8.66,155.25,145.00,73.00,2.00
orange,8.66,155.26,150.00,75.00,13.00
orange,8.66,155.29,155.00,100.00,4.00
orange,8.67,155.31,166.00,82.00,2.00
orange,8.67,155.32,128.00,70.00,5.00
orange,8.67,155.32,167.00,72.00,6.00
orange,8.67,155.35,160.00,88.00,2.00
orange,8.67,155.35,157.00,89.00,6.00
orange,8.67,155.35,158.00,92.00,15.00
orange,8.67,155.36,158.00,80.00,13.00
orange,8.67,155.36,164.00,75.00,10.00
orange,8.67,155.37,178.00,82.00,2.00
orange,8.67,155.38,156.00,97.00,2.00
orange,8.67,155.38,183.00,95.00,2.00
orange,8.68,155.39,154.00,86.00,2.00
orange,8.68,155.42,151.00,104.00,2.00
orange,8.68,155.43,163.00,79.00,2.00
orange,8.68,155.43,168.00,66.00,12.00
orange,8.68,155.45,161.00,67.00,2.00
orange,8.68,155.45,170.00,90.00,17.00
orange,8.68,155.45,160.00,93.00,26.00
orange,8.68,155.46,160.00,73.00,2.00
orange,8.68,155.48,166.00,81.00,24.00
orange,8.68,155.51,151.00,67.00,2.00
orange,8.68,155.53,157.00,78.00,12.00
orange,8.68,155.54,162.00,83.00,2.00
orange,8.68,155.54,151.00,73.00,7.00
orange,8.69,155.58,159.00,89.00,19.00
orange,8.69,155.58,150.00,79.00,2.00
orange,8.69,155.60,138.00,68.00,2.00
orange,8.69,155.61,158.00,61.00,6.00
orange,8.69,155.61,146.00,80.00,2.00
orange,8.69,155.61,158.00,75.00,29.00
orange,8.69,155.63,171.00,80.00,2.00
orange,8.69,155.64,146.00,73.00,6.00
orange,8.69,155.64,162.00,74.00,3.00
orange,8.69,155.68,164.00,95.00,2.00
orange,8.69,155.68,167.00,84.00,2.00
orange,8.69,155.68,158.00,90.00,2.00
orange,8.69,155.70,165.00,85.00,2.00
orange,8.69,155.72,161.00,72.00,2.00
orange,8.69,155.73,159.00,92.00,2.00
orange,8.69,155.73,175.00,84.00,5.00
orange,8.70,155.73,158.00,99.00,2.00
orange,8.70,155.73,143.00,67.00,2.00
orange,8.70,155.74,153.00,70.00,11.00
orange,8.70,155.79,151.00,83.00,10.00
orange,8.70,155.79,144.00,90.00,4.00
orange,8.70,155.82,150.00,73.00,17.00
orange,8.70,155.84,149.00,70.00,25.00
orange,8.70,155.84,161.00,92.00,17.00
orange,8.70,155.85,157.00,68.00,2.00
orange,8.70,155.85,164.00,73.00,2.00
orange,8.70,155.85,149.00,91.00,2.00
orange,8.70,155.86,170.00,69.00,10.00
orange,8.70,155.86,156.00,86.00,19.00
orange,8.70,155.90,150.00,87.00,2.00
orange,8.70,155.90,159.00,75.00,2.00
orange,8.70,155.93,155.00,75.00,13.00
orange,8.70,155.94,140.00,73.00,17.00
orange,8.71,155.96,158.00,91.00,8.00
orange,8.71,155.97,151.00,73.00,10.00
orange,8.71,155.99,157.00,69.00,2.00
orange,8.71,156.00,150.00,90.00,2.00
orange,8.71,156.03,179.00,67.00,2.00
orange,8.71,156.04,160.00,104.00,10.00
orange,8.71,156.04,145.00,90.00,10.00
orange,8.71,156.05,156.00,79.00,7.00
orange,8.71,156.06,163.00,96.00,12.00
orange,8.71,156.07,158.00,92.00,25.00
orange,8.71,156.09,155.00,83.00,2.00
orange,8.71,156.10,153.00,92.00,2.00
orange,8.71,156.11,157.00,71.00,7.00
orange,8.71,156.12,162.00,89.00,2.00
orange,8.71,156.12,157.00,60.00,2.00
orange,8.71,156.12,141.00,63.00,3.00
orange,8.71,156.12,167.00,99.00,2.00
orange,8.71,156.14,151.00,75.00,2.00
orange,8.71,156.15,162.00,85.00,7.00
orange,8.72,156.15,150.00,97.00,2.00
orange,8.72,156.16,144.00,63.00,10.00
orange,8.72,156.16,137.00,96.00,9.00
orange,8.72,156.17,151.00,96.00,18.00
orange,8.72,156.19,149.00,88.00,9.00
orange,8.72,156.19,140.00,70.00,7.00
orange,8.72,156.20,177.00,99.00,17.00
orange,8.72,156.20,158.00,59.00,18.00
orange,8.72,156.20,155.00,74.00,2.00
orange,8.72,156.22,150.00,82.00,2.00
orange,8.72,156.24,165.00,83.00,4.00
orange,8.72,156.24,154.00,97.00,6.00
orange,8.72,156.25,149.00,100.00,6.00
orange,8.72,156.27,135.00,70.00,2.00
orange,8.73,156.28,163.00,80.00,2.00
orange,8.73,156.28,169.00,76.00,2.00
orange,8.73,156.30,141.00,82.00,13.00
orange,8.73,156.31,166.00,105.00,5.00
orange,8.73,156.31,141.00,60.00,2.00
orange,8.73,156.31,163.00,83.00,2.00
orange,8.73,156.35,150.00,94.00,9.00
orange,8.73,156.35,139.00,83.00,2.00
orange,8.73,156.36,147.00,90.00,2.00
orange,8.73,156.37,153.00,79.00,29.00
orange,8.73,156.37,153.00,84.00,15.00
orange,8.73,156.38,152.00,87.00,7.00
orange,8.73,156.40,175.00,85.00,21.00
orange,8.73,156.42,156.00,96.00,15.00
orange,8.73,156.42,154.00,79.00,2.00
orange,8.73,156.45,181.00,79.00,2.00
orange,8.73,156.45,156.00,88.00,15.00
orange,8.73,156.45,165.00,72.00,2.00
orange,8.73,156.46,171.00,73.00,2.00
orange,8.74,156.47,151.00,83.00,4.00
orange,8.74,156.47,160.00,75.00,2.00
orange,8.74,156.47,147.00,79.00,9.00
orange,8.74,156.47,160.00,73.00,20.00
orange,8.74,156.50,143.00,91.00,2.00
orange,8.74,156.50,158.00,78.00,18.00
orange,8.74,156.52,163.00,92.00,3.00
orange,8.74,156.52,162.00,67.00,12.00
orange,8.74,156.54,142.00,85.00,2.00
orange,8.74,156.55,163.00,67.00,11.00
orange,8.74,156.55,155.00,100.00,2.00
orange,8.74,156.56,164.00,100.00,13.00
orange,8.74,156.57,151.00,74.00,16.00
orange,8.74,156.59,156.00,84.00,2.00
orange,8.75,156.60,154.00,81.00,18.00
orange,8.75,156.62,160.00,82.00,2.00
orange,8.75,156.64,163.00,90.00,3.00
orange,8.75,156.64,164.00,67.00,2.00
orange,8.75,156.65,159.00,81.00,2.00
orange,8.75,156.65,166.00,65.00,14.00
orange,8.75,156.67,152.00,74.00,7.00
orange,8.75,156.71,163.00,93.00,2.00
orange,8.75,156.72,142.00,88.00,2.00
orange,8.75,156.72,172.00,70.00,9.00
orange,8.75,156.72,166.00,98.00,6.00
orange,8.76,156.72,159.00,94.00,2.00
orange,8.76,156.73,143.00,72.00,3.00
orange,8.76,156.74,157.00,100.00,11.00
orange,8.76,156.75,151.00,102.00,15.00
orange,8.76,156.75,141.00,85.00,17.00
orange,8.76,156.75,165.00,77.00,2.00
orange,8.76,156.76,155.00,101.00,4.00
orange,8.76,156.77,141.00,75.00,2.00
orange,8.76,156.79,141.00,74.00,2.00
orange,8.76,156.79,162.00,74.00,13.00
orange,8.76,156.80,162.00,73.00,2.00
orange,8.76,156.81,148.00,68.00,4.00
orange,8.76,156.81,150.00,100.00,25.00
orange,8.76,156.82,153.00,66.00,2.00
orange,8.76,156.82,184.00,72.00,2.00
orange,8.76,156.84,162.00,93.00,2.00
orange,8.76,156.85,152.00,98.00,11.00
orange,8.76,156.88,150.00,67.00,2.00
orange,8.76,156.89,159.00,82.00,2.00
orange,8.77,156.90,154.00,93.00,2.00
orange,8.77,156.92,164.00,84.00,4.00
orange,8.77,156.93,164.00,80.00,3.00
orange,8.77,156.93,169.00,76.00,2.00
orange,8.77,156.94,176.00,73.00,2.00
orange,8.77,156.95,160.00,80.00,2.00
orange,8.77,156.96,158.00,81.00,2.00
orange,8.77,156.98,163.00,82.00,3.00
orange,8.77,156.99,141.00,91.00,2.00
orange,8.77,156.99,171.00,81.00,2.00
orange,8.77,157.04,156.00,96.00,3.00
orange,8.77,157.05,166.00,80.00,3.00
orange,8.77,157.05,172.00,67.00,2.00
orange,8.77,157.05,148.00,91.00,3.00
orange,8.77,157.05,149.00,84.00,9.00
orange,8.77,157.06,154.00,72.00,2.00
orange,8.77,157.08,175.00,90.00,2.00
orange,8.77,157.09,159.00,75.00,2.00
orange,8.77,157.09,160.00,67.00,2.00
orange,8.77,157.10,160.00,87.00,9.00
orange,8.77,157.12,155.00,92.00,8.00
orange,8.77,157.12,125.00,99.00,4.00
orange,8.78,157.13,180.00,103.00,2.00
orange,8.78,157.13,162.00,79.00,11.00
orange,8.78,157.14,144.00,74.00,10.00
orange,8.78,157.15,168.00,87.00,2.00
orange,8.78,157.15,151.00,69.00,2.00
orange,8.78,157.16,176.00,85.00,2.00
orange,8.78,157.16,168.00,77.00,5.00
orange,8.78,157.17,147.00,81.00,14.00
orange,8.78,157.19,157.00,79.00,8.00
orange,8.78,157.20,152.00,69.00,7.00
orange,8.78,157.22,158.00,102.00,2.00
orange,8.78,157.22,161.00,85.00,7.00
orange,8.78,157.24,147.00,74.00,23.00
orange,8.78,157.24,140.00,89.00,3.00
orange,8.78,157.24,156.00,73.00,2.00
orange,8.78,157.24,160.00,93.00,6.00
orange,8.78,157.24,187.00,99.00,6.00
orange,8.78,157.25,169.00,82.00,10.00
orange,8.78,157.26,152.00,75.00,3.00
orange,8.78,157.26,175.00,57.00,16.00
orange,8.78,157.27,152.00,57.00,7.00
orange,8.79,157.27,151.00,94.00,11.00
orange,8.79,157.27,172.00,84.00,15.00
orange,8.79,157.28,160.00,81.00,19.00
orange,8.79,157.29,160.00,71.00,2.00
orange,8.79,157.31,142.00,86.00,2.00
orange,8.79,157.31,164.00,85.00,7.00
orange,8.79,157.31,163.00,97.00,2.00
orange,8.79,157.31,147.00,86.00,6.00
orange,8.79,157.32,164.00,80.00,2.00
orange,8.79,157.32,152.00,84.00,2.00
orange,8.79,157.33,139.00,72.00,2.00
orange,8.79,157.33,161.00,108.00,11.00
orange,8.79,157.34,147.00,79.00,20.00
orange,8.79,157.35,162.00,87.00,2.00
orange,8.79,157.35,149.00,78.00,17.00
orange,8.79,157.36,159.00,89.00,13.00
